ra,dec,rMeanPSFMag
149.63845153,45.19910377,-999.000
149.64403929,45.19436876,-999.000
149.40405396,45.35039914,-999.000
149.40435532,45.35516123,-999.000
149.40574918,45.35548210,-999.000
149.41498797,45.35678981,-999.000
149.42315367,45.35688276,-999.000
149.42332581,45.35478027,-999.000
149.42458199,45.34981942,-999.000
149.42513559,45.35590380,-999.000
149.42782252,45.35765160,-999.000
149.42923250,45.35089605,-999.000
149.43711515,45.35430304,-999.000
149.43716621,45.35074848,-999.000
149.82523448,45.55447741,-999.000
149.82615585,45.55444766,-999.000
149.83639323,45.54976712,-999.000
149.84068831,45.55567586,-999.000
149.84228042,45.55554625,-999.000
149.84713980,45.55386264,-999.000
149.84843883,45.55630143,-999.000
149.85731343,45.55595017,-999.000
149.86398042,45.55672332,-999.000
149.86812219,45.55605281,-999.000
149.86833071,45.55568817,-999.000
150.09914387,44.62802948,-999.000
150.13848143,44.63077486,-999.000
150.13912685,44.62588107,-999.000
150.14462727,44.62788681,-999.000
150.14517012,44.62912084,-999.000
150.14729967,44.62732263,-999.000
149.94229927,45.29138046,-999.000
149.96004223,45.29865302,-999.000
149.96749961,45.29727627,-999.000
149.96821116,45.29675850,-999.000
149.96936324,45.29561362,-999.000
149.98142916,45.29472433,-999.000
149.60334068,45.45957294,-999.000
149.60618622,45.46410552,-999.000
149.61314576,45.46107607,-999.000
149.63974560,45.46552495,-999.000
149.65015961,45.46425863,-999.000
149.74735440,44.57807785,-999.000
149.76426829,44.57449193,-999.000
149.77518981,44.57774712,-999.000
149.77937887,44.58047823,-999.000
149.78381421,44.58154306,-999.000
149.79144849,44.57618444,-999.000
149.79225318,44.57718854,14.441
149.79314546,44.57515406,-999.000
149.79672321,44.57688095,-999.000
149.88874158,44.58201606,-999.000
150.47754994,44.74051062,-999.000
150.49786571,44.73990345,-999.000
150.50445394,44.73502478,-999.000
150.51308245,44.73997188,-999.000
150.53079938,44.73784698,-999.000
149.25889392,44.88474857,-999.000
149.26198432,44.88324779,-999.000
149.26540053,44.88820426,-999.000
149.27396974,44.88861030,-999.000
149.28481504,44.88936761,-999.000
149.28576620,44.88453449,-999.000
149.28625787,44.88762936,-999.000
149.29544022,44.88908749,-999.000
149.29729584,44.88649077,-999.000
149.29825292,44.88630230,-999.000
149.30011346,44.88305255,-999.000
150.20142906,45.02405380,15.856
150.22739309,45.01605585,-999.000
150.27232314,45.02401832,-999.000
150.27437592,45.01771064,-999.000
150.71133648,45.16542578,-999.000
150.72270586,45.16431579,-999.000
150.73291234,45.15831343,-999.000
150.73810501,45.16509372,-999.000
150.74406585,45.16476179,-999.000
150.75940149,45.16105133,-999.000
150.76005987,45.15826319,-999.000
149.61143841,45.32372617,-999.000
149.61488491,45.32381141,-999.000
149.61740301,45.32161926,-999.000
149.61781715,45.32130404,-999.000
149.61924584,45.32107567,-999.000
149.62399696,45.32289956,-999.000
149.62605462,45.31868392,-999.000
149.62711492,45.31840591,-999.000
149.62828337,45.32403334,-999.000
149.64376834,45.31713442,-999.000
150.46926046,44.73329810,-999.000
150.46950617,44.73363258,-999.000
150.47547018,44.73457095,-999.000
150.78914439,44.87684625,-999.000
150.80295561,44.87917845,-999.000
150.18085744,45.02232421,-999.000
150.18088522,45.02125062,-999.000
150.18089196,45.01690653,-999.000
150.18876074,45.02271545,-999.000
150.19703563,45.02026787,-999.000
150.19830037,45.01971637,-999.000
150.19898471,45.01752870,-999.000
150.64496698,45.16266749,-999.000
150.65577188,45.15982217,-999.000
150.66609713,45.16322660,-999.000
150.67814638,45.16200008,-999.000
149.56025939,45.31939744,-999.000
149.56194883,45.32401260,-999.000
149.56865640,45.31998452,-999.000
149.57205379,45.32089470,-999.000
149.57339564,45.31935450,-999.000
149.58156159,45.32232180,-999.000
149.58771647,45.32288527,-999.000
149.59451492,45.32215413,-999.000
149.60525092,45.31656127,-999.000
149.60578459,45.32228069,-999.000
149.60836794,45.32273762,-999.000
149.61082781,45.32410937,-999.000
150.44573858,45.48851897,-999.000
149.57512654,45.49163883,-999.000
150.16529736,44.62029723,-999.000
150.19294756,44.62313977,-999.000
150.19294016,44.61954254,-999.000
150.19560907,44.62138272,-999.000
150.49277132,44.78212941,-999.000
150.49393727,44.77685478,-999.000
150.49617452,44.77833852,-999.000
150.50015718,44.77683685,-999.000
150.50313940,44.77693381,-999.000
150.51200336,44.78250099,-999.000
150.51194319,44.78128940,-999.000
150.51457857,44.77677230,-999.000
150.52551337,44.77547006,-999.000
150.52777435,44.77675389,-999.000
150.53068236,44.77676398,-999.000
149.31907871,44.92054659,-999.000
149.32488335,44.92403670,-999.000
149.32838605,44.91659876,-999.000
149.33341989,44.92104172,-999.000
149.33338415,44.92119061,-999.000
149.34468062,44.92166596,-999.000
149.35031500,44.92016298,-999.000
149.95033129,44.60799672,-999.000
149.95086344,44.61529422,-999.000
149.95090309,44.61055029,-999.000
149.95217405,44.61098998,-999.000
149.95251064,44.60925728,-999.000
149.95281038,44.60998948,-999.000
149.95329228,44.61259573,-999.000
149.95431990,44.61189955,-999.000
149.95435113,44.60887388,-999.000
149.95480768,44.61236766,-999.000
149.95498441,44.61063117,-999.000
149.95543977,44.61089465,-999.000
149.95606693,44.61298614,-999.000
149.95611752,44.61116482,-999.000
149.95697324,44.60951977,-999.000
150.13607581,44.77359908,-999.000
150.13838645,44.77090487,-999.000
150.13864782,44.77104252,-999.000
150.14655959,44.76697886,-999.000
150.15652090,44.76970837,-999.000
150.15805444,44.76908233,-999.000
150.15919936,44.77111376,-999.000
150.16743966,44.77027747,-999.000
150.17505512,44.77347568,-999.000
150.17679236,44.76913270,-999.000
150.18025031,44.77183378,-999.000
150.18015280,44.77103587,-999.000
150.18424760,44.77416914,-999.000
150.19150654,44.77031776,-999.000
150.20005770,44.76630163,-999.000
149.29435326,44.91070334,-999.000
149.29605075,44.91473896,-999.000
149.29677753,44.91318412,-999.000
149.30296524,44.90827045,-999.000
149.30349949,44.91556061,-999.000
149.31533759,44.91512471,-999.000
149.32209847,44.90867268,-999.000
149.32480965,44.91016366,-999.000
149.32504956,44.90974508,-999.000
149.32587252,44.91240839,-999.000
149.32595674,44.91444748,-999.000
150.79000476,45.04109978,-999.000
150.79518144,45.04776714,-999.000
150.80049329,45.04944608,-999.000
150.80165441,45.04120275,-999.000
150.80603497,45.04268785,-999.000
150.80666681,45.04798801,-999.000
149.86895327,45.19870104,-999.000
149.87177420,45.19838173,-999.000
149.87691951,45.19931820,-999.000
149.88045429,45.19719507,-999.000
149.88152420,45.19708068,-999.000
149.88159326,45.19685388,-999.000
149.88563572,45.19664762,-999.000
149.89906262,45.19673232,-999.000
149.64731147,45.35688726,-999.000
149.64778796,45.35758983,-999.000
149.65134859,45.35781485,-999.000
149.65734171,45.35245408,-999.000
149.65956670,45.35393796,-999.000
149.66383127,45.35245698,-999.000
149.68399121,45.35429100,-999.000
149.68830063,45.34992978,-999.000
150.16068833,45.55389752,-999.000
150.15637255,45.55351772,-999.000
150.15475775,45.55133489,-999.000
150.14292845,45.55620764,-999.000
150.13912721,45.55050186,-999.000
150.13854501,45.55000517,-999.000
150.13750919,45.55053331,-999.000
150.13422426,45.55252078,-999.000
150.35040235,44.62578078,-999.000
150.35479949,44.62495963,-999.000
150.37100410,44.62854515,-999.000
150.38667854,44.62615459,-999.000
150.40233635,44.62746741,-999.000
150.40284071,44.62607027,-999.000
150.40489573,44.63192625,-999.000
150.40620463,44.62463684,-999.000
149.32750235,44.66734474,-999.000
149.33713164,44.66819143,-999.000
149.37588133,44.66902197,-999.000
149.38080945,44.67227508,-999.000
149.38125810,44.67023653,-999.000
149.38322781,44.66835145,-999.000
150.73101919,44.81710250,-999.000
150.74321647,44.81967982,-999.000
150.74568303,44.82348684,-999.000
150.75025942,44.82119991,-999.000
150.75266814,44.82349447,-999.000
150.76145042,44.82081030,-999.000
150.76910995,44.82043939,-999.000
150.77325255,44.81880997,-999.000
150.77458910,44.82355492,-999.000
150.65182657,44.94996333,-999.000
150.65225510,44.95738492,-999.000
150.65208904,44.95582262,-999.000
150.65471326,44.94994059,-999.000
150.66182448,44.95199110,-999.000
150.66531563,44.95254763,-999.000
150.67013777,44.95312909,-999.000
150.67399740,44.95381559,-999.000
150.67948122,44.95677421,-999.000
150.68035504,44.94997056,-999.000
150.68216009,44.95497207,-999.000
150.68662261,44.95694348,-999.000
149.68860341,45.09957057,-999.000
149.69250146,45.10133265,-999.000
149.69286412,45.10111837,-999.000
149.71874171,45.10534108,-999.000
149.71900180,45.10548876,-999.000
149.72751728,45.10642395,-999.000
149.72768090,45.10397160,-999.000
150.48482637,45.24349823,-999.000
150.48933104,45.24587392,-999.000
150.48977963,45.24226583,-999.000
150.49182891,45.24520716,-999.000
150.50349731,45.24763588,-999.000
150.50539588,45.24799664,-999.000
150.53284825,45.24807408,-999.000
150.54169591,45.24232909,-999.000
150.54212705,45.24369638,14.901
149.42359391,45.40961818,-999.000
149.42507538,45.41237183,-999.000
149.42513184,45.40878093,-999.000
149.42552663,45.41472298,-999.000
149.42669715,45.40803316,-999.000
149.43217473,45.41171334,-999.000
149.43851520,45.41214313,-999.000
149.44262551,45.41398059,-999.000
149.44284874,45.41296585,-999.000
149.44572003,45.40903331,-999.000
149.44638578,45.41053172,-999.000
149.44922117,45.41212637,-999.000
150.07801234,44.50960704,8.245
150.07808079,44.50921440,9.010
150.07802792,44.50991509,13.455
150.07806792,44.50818936,-999.000
150.07842599,44.50920618,9.299
150.07847519,44.50907515,8.285
150.07842790,44.50877874,-999.000
150.07853368,44.50988083,-999.000
150.07881599,44.50948339,-999.000
150.07887290,44.51361870,-999.000
150.07922740,44.50844942,-999.000
150.07928087,44.50977377,-999.000
150.07912368,44.50937480,-999.000
150.07985782,44.51351907,-999.000
150.08046947,44.51051626,-999.000
150.08080877,44.51503909,-999.000
150.08357745,44.51448595,-999.000
150.08397514,44.51208370,-999.000
150.08404645,44.51366870,-999.000
150.08590691,44.51165306,-999.000
150.08622995,44.51537648,-999.000
150.08661235,44.51295345,-999.000
150.08756382,44.50958904,-999.000
150.08757836,44.51411912,-999.000
150.08814737,44.51218016,-999.000
150.08892637,44.51206793,-999.000
150.08942601,44.50969294,-999.000
150.08922499,44.51299639,-999.000
150.08987509,44.50881859,-999.000
150.59810109,44.68852083,-999.000
150.61473329,44.68355469,-999.000
150.22142623,44.62995613,-999.000
150.22194457,44.62656943,-999.000
150.22458072,44.62937721,-999.000
150.22715659,44.63275715,-999.000
150.22870748,44.63204149,-999.000
150.23105004,44.62504138,-999.000
150.23551716,44.63201857,-999.000
150.23609384,44.62957544,-999.000
150.23847262,44.62521353,-999.000
150.24708159,44.62607161,-999.000
150.24878370,44.63121075,-999.000
150.24925742,44.63112746,-999.000
150.26430803,44.62599062,-999.000
150.26517111,44.62850709,-999.000
150.27439865,44.62674282,-999.000
150.27522499,44.62476815,-999.000
150.27960705,44.62796345,-999.000
150.58134992,44.78471286,-999.000
150.58215878,44.78454838,-999.000
150.58296741,44.78488084,-999.000
150.58720310,44.78487898,-999.000
150.59051421,44.78401535,-999.000
150.59347565,44.78462688,-999.000
150.60004604,44.78350168,-999.000
150.61163285,44.78304364,-999.000
150.61958453,44.78285089,-999.000
150.62156613,44.78811460,-999.000
150.62335907,44.78494133,-999.000
150.62510934,44.78717267,-999.000
150.62744572,44.78356500,-999.000
149.51383805,44.92588315,-999.000
149.53901374,44.93180572,-999.000
149.56017300,44.92806615,-999.000
149.56469702,44.92818428,-999.000
149.58051445,44.92571383,-999.000
149.95307453,45.07352924,-999.000
149.97769710,45.07416086,-999.000
149.98907574,45.06611364,-999.000
149.99219383,45.07047014,-999.000
149.99357282,45.07297578,-999.000
149.99391492,45.06776949,-999.000
150.45951569,45.21063519,-999.000
150.45992888,45.21419230,-999.000
150.46002329,45.21439625,-999.000
150.46128500,45.20951455,-999.000
150.46572408,45.21569459,-999.000
150.46989430,45.21479391,-999.000
150.47631115,45.21493607,-999.000
150.47768270,45.21009327,-999.000
150.48190879,45.21530462,-999.000
150.48296260,45.21147214,-999.000
150.48524144,45.20844193,-999.000
150.49243188,45.21381609,-999.000
150.49270162,45.21321410,-999.000
150.49285626,45.21125335,-999.000
149.48210915,45.37493657,-999.000
149.48012835,45.37561981,-999.000
149.47973638,45.37863958,-999.000
149.47351970,45.37833445,-999.000
149.46506700,45.37696516,-999.000
149.45652615,45.37662619,-999.000
149.45540429,45.37764591,-999.000
149.81776825,44.45329319,-999.000
149.81877185,44.45472326,-999.000
149.82039810,44.45509801,-999.000
149.79788732,44.45616346,-999.000
149.84048701,44.45726094,-999.000
149.84580846,44.45407912,-999.000
149.84870171,44.45175325,-999.000
149.81533121,44.65482349,-999.000
149.82842877,44.65004400,-999.000
149.83084548,44.65217818,-999.000
149.83890595,44.65074255,-999.000
149.84626504,44.65272279,-999.000
149.84667374,44.65291672,-999.000
149.86224236,44.65726730,-999.000
150.46186272,45.00570810,-999.000
150.46871031,44.99977916,-999.000
150.49157675,45.00117659,-999.000
150.49429008,45.00144608,-999.000
150.49972479,45.00339245,-999.000
150.50359730,45.00140543,-999.000
149.48035804,45.15503295,-999.000
149.48178533,45.15078669,-999.000
149.48849258,45.15402664,-999.000
149.49721633,45.15658353,-999.000
149.50224490,45.15692517,-999.000
149.50840499,45.15207442,-999.000
149.51146287,45.15550136,-999.000
149.51842912,45.15582601,-999.000
149.52414993,45.15008493,-999.000
149.53189855,45.15212203,-999.000
149.57940754,45.30170223,-999.000
149.59037632,45.30540400,-999.000
149.62239211,45.30772615,-999.000
149.62618203,45.30572348,-999.000
149.62775358,45.30178529,-999.000
149.62802638,45.30462729,-999.000
149.63108237,45.30152501,-999.000
149.63474079,45.30366558,-999.000
149.63529251,45.30430586,-999.000
149.63557338,45.30475121,-999.000
149.58331477,45.47438845,-999.000
149.58647547,45.46943721,-999.000
149.58670120,45.47208677,-999.000
149.58809227,45.46953235,-999.000
149.59052976,45.47317494,-999.000
149.59410317,45.46849174,-999.000
149.59842125,45.47424866,-999.000
149.60184394,45.47149353,-999.000
149.60236596,45.47149397,-999.000
149.60840950,45.47367426,-999.000
149.60904726,45.47392881,-999.000
149.61090277,45.47137382,-999.000
149.61125167,45.47351398,-999.000
149.61599247,45.46701898,-999.000
150.34728291,44.60473796,-999.000
150.34742259,44.60698643,-999.000
150.34774702,44.60042017,-999.000
150.35905354,44.60426201,-999.000
150.36041994,44.60606063,-999.000
150.36110722,44.60126714,-999.000
150.36141605,44.60418360,-999.000
150.37032683,44.60224253,-999.000
150.37109401,44.60544805,-999.000
150.37544066,44.60016096,-999.000
150.56957623,44.76503716,-999.000
150.57908373,44.76219562,-999.000
149.85761275,44.90698397,-999.000
149.86227639,44.90627751,-999.000
149.87182405,44.90154841,-999.000
149.87846364,44.90615468,-999.000
149.88202711,44.90229727,-999.000
149.75507854,45.04337469,-999.000
149.75930965,45.04300938,-999.000
149.76616174,45.04775868,-999.000
149.76741033,45.04913725,13.395
149.78593263,45.04260002,-999.000
149.79793889,45.04291960,-999.000
149.81355047,45.04252024,-999.000
149.82319900,45.04422655,-999.000
150.30101779,45.34874402,-999.000
150.29715253,45.34812755,-999.000
150.29600023,45.34261299,-999.000
150.29563120,45.34930314,-999.000
150.29421878,45.34760245,-999.000
150.28860080,45.34659784,-999.000
150.28412383,45.34799053,-999.000
150.60593172,45.36089905,-999.000
150.59756514,45.36535367,-999.000
150.59790645,45.36603356,-999.000
149.87163352,45.54873213,-999.000
149.87255030,45.54371494,-999.000
149.88036947,45.54793740,-999.000
149.88879682,45.54929276,-999.000
149.92576691,44.63908327,-999.000
149.92587136,44.63360909,-999.000
149.92692195,44.64047769,-999.000
149.92728738,44.63607206,-999.000
149.92756134,44.63583851,-999.000
149.92896384,44.63777695,-999.000
149.93366646,44.64017732,-999.000
150.10698047,44.63482244,-999.000
150.11412997,44.63957831,-999.000
150.11704332,44.63913095,-999.000
150.09232555,44.79484932,-999.000
150.09638739,44.79836895,-999.000
150.09967555,44.79269144,-999.000
150.10448004,44.79868227,-999.000
150.10700926,44.79164373,-999.000
150.54170601,44.79335106,-999.000
150.70368978,44.92483530,-999.000
150.71655754,44.92540263,-999.000
150.72273838,44.92754988,-999.000
150.73625688,44.93269916,-999.000
149.35882385,45.07619023,-999.000
149.36540268,45.07592578,-999.000
149.36579413,45.07997310,-999.000
149.36679465,45.07938931,-999.000
149.36998239,45.08141780,-999.000
149.37163922,45.08005654,-999.000
149.37484464,45.08004592,-999.000
149.38760931,45.07742250,-999.000
149.90108489,45.22017816,-999.000
149.91619777,45.22007784,-999.000
149.91619044,45.22072775,-999.000
149.95263483,45.22200689,-999.000
150.30033674,45.38017626,-999.000
150.30228680,45.37959201,-999.000
150.30534678,45.38176302,-999.000
150.30911476,45.37821692,-999.000
150.31463454,45.38186819,-999.000
150.31460153,45.37492430,-999.000
150.31493337,45.37564602,-999.000
150.31642572,45.37600555,-999.000
150.32353681,45.37869650,-999.000
150.32801778,45.37717819,-999.000
150.29829060,44.47322975,-999.000
150.30073192,44.47093687,-999.000
150.30152328,44.46772312,-999.000
150.30686103,44.47139355,-999.000
150.30691720,44.47095954,-999.000
150.30726795,44.46998879,-999.000
150.30764103,44.46614554,-999.000
150.32494813,44.47060528,-999.000
150.33315817,44.46952649,-999.000
150.33426999,44.46792127,-999.000
150.44000363,44.78705152,-999.000
150.44471665,44.78378333,-999.000
150.45528881,44.78300796,-999.000
150.46770625,44.78675950,-999.000
150.46862627,44.79075640,-999.000
150.47559888,44.78562686,-999.000
149.19628861,44.92995162,-999.000
149.19593016,44.92780066,-999.000
149.19490046,44.93043023,-999.000
149.19451384,44.92698766,-999.000
149.19293507,44.92874503,-999.000
149.19136391,44.93135719,-999.000
149.19041048,44.92464355,-999.000
149.18918599,44.93037408,-999.000
149.38497549,44.93248399,-999.000
149.18793222,44.93222837,-999.000
149.18419072,44.93125011,-999.000
149.18170673,44.93265232,-999.000
149.35859218,44.92820630,-999.000
149.36202675,44.93261211,-999.000
149.36565509,44.93184139,-999.000
149.36634341,44.93160703,-999.000
149.36736447,44.93052024,-999.000
149.36775506,44.92962972,-999.000
149.77208991,45.07199435,-999.000
149.77284115,45.07344448,15.621
149.77346163,45.07438863,-999.000
149.77945182,45.06620081,-999.000
149.78960664,45.07164126,-999.000
149.79299364,45.06748687,-999.000
149.79891118,45.07182738,-999.000
150.27530208,45.21365868,-999.000
150.27587514,45.20922099,-999.000
150.27855661,45.21366211,-999.000
150.28838015,45.21388568,-999.000
150.28982558,45.21169102,-999.000
150.29213594,45.21119902,-999.000
150.29669897,45.21490685,-999.000
150.31072699,45.21408672,-999.000
150.31289318,45.21232127,-999.000
150.31434608,45.20839486,-999.000
150.31798251,45.20887693,-999.000
150.31883923,45.21461187,-999.000
150.31915486,45.21423515,-999.000
150.32339516,45.21207589,-999.000
150.32696664,45.21018388,-999.000
150.32747399,45.20802474,-999.000
150.49156880,45.37255694,-999.000
150.50190820,45.36890763,-999.000
150.50318445,45.37343324,-999.000
150.50938604,45.36705629,-999.000
150.51380905,45.37071861,-999.000
150.17834843,44.44888984,-999.000
150.18004104,44.44629377,-999.000
150.18349122,44.44951963,-999.000
150.18437570,44.44194422,-999.000
150.18769976,44.44902972,-999.000
150.18841255,44.44853700,-999.000
150.18990812,44.44886206,-999.000
150.19668342,44.44177993,-999.000
150.19692865,44.44410989,-999.000
150.20277658,44.44888337,-999.000
150.20633746,44.44740832,-999.000
150.20983649,44.44633126,-999.000
150.22450574,44.44728462,-999.000
149.63343397,44.65780123,-999.000
149.63400352,44.65715606,-999.000
149.63428272,44.65008517,-999.000
149.63570784,44.65410758,-999.000
149.63810168,44.65716877,-999.000
149.64158591,44.65458798,-999.000
149.64715168,44.65189416,-999.000
149.64779801,44.65521371,-999.000
149.65915503,44.65411731,-999.000
149.66396667,44.65225368,-999.000
149.66426650,44.65197453,-999.000
149.66947630,44.65667142,-999.000
149.67129598,44.65712345,-999.000
149.67205101,44.65106596,-999.000
149.67281749,44.65725327,-999.000
149.67416144,44.65409511,-999.000
150.04024384,44.81558914,-999.000
150.04344171,44.80826659,-999.000
150.05135117,44.81579064,-999.000
150.05276054,44.81411074,-999.000
150.05718789,44.81502847,-999.000
150.05744671,44.81267529,-999.000
150.06007227,44.81075225,-999.000
150.06008438,44.81348696,-999.000
150.06035059,44.81083165,-999.000
150.06197156,44.80803389,-999.000
150.07084561,44.81070708,-999.000
150.07638642,44.81405872,-999.000
150.09198851,44.81150724,-999.000
150.09220405,44.81165930,-999.000
150.09591293,44.81436135,-999.000
149.60395489,45.49152927,-999.000
149.60675001,45.49197101,-999.000
149.61203330,45.49625064,14.438
149.62635385,45.49775280,-999.000
149.63183348,45.49330651,-999.000
149.64124953,45.49326091,-999.000
149.65026576,45.49769754,-999.000
150.20309675,44.62254980,-999.000
150.20784313,44.61870825,-999.000
150.22057640,44.62412228,-999.000
150.22249905,44.62347243,-999.000
150.22364476,44.62425278,-999.000
150.23033902,44.62357054,-999.000
150.23637325,44.62096151,-999.000
150.24774215,44.61958030,-999.000
150.25172536,44.61637589,-999.000
150.25373638,44.61966714,-999.000
150.25714104,44.61997987,-999.000
150.26792068,44.61921709,-999.000
150.54029148,44.77661959,-999.000
150.55180896,44.77669129,-999.000
150.55908425,44.77854262,-999.000
150.56061491,44.78118333,-999.000
150.56235154,44.77665009,-999.000
150.56348512,44.77612763,-999.000
150.56704863,44.77658021,-999.000
149.56940086,44.90049140,-999.000
149.41192611,44.92210315,-999.000
149.41687374,44.92082372,-999.000
149.49399896,45.04685063,-999.000
149.49766747,45.04701491,-999.000
149.75156319,45.06334348,-999.000
149.75383067,45.06559615,-999.000
149.77307680,45.05997623,-999.000
149.77499612,45.06578526,-999.000
149.77618464,45.06356303,15.744
149.77664459,45.05797339,-999.000
150.10681709,45.19047819,-999.000
150.25534921,45.20655844,-999.000
149.67759605,45.34278621,-999.000
149.68711474,45.34363582,-999.000
149.69399001,45.34633076,-999.000
149.69770722,45.34820588,-999.000
149.69800311,45.34339487,-999.000
149.70096614,45.34362650,-999.000
150.40199748,45.36403147,-999.000
149.92050365,45.53734254,-999.000
149.92176048,45.53738766,-999.000
149.92672797,45.53539646,-999.000
149.93176317,45.53938265,-999.000
149.93346531,45.53956479,-999.000
149.93524527,45.53827776,-999.000
149.94384691,45.53404197,-999.000
150.15487296,44.46920650,-999.000
149.53103453,44.64623412,-999.000
149.53251416,44.64151270,-999.000
149.53521106,44.64666704,-999.000
149.53548842,44.64592410,-999.000
149.53587240,44.64474605,-999.000
149.53585940,44.64153620,-999.000
149.53910605,44.64156560,-999.000
149.54792350,44.64165072,-999.000
149.55217235,44.64909888,-999.000
149.55520939,44.64866831,-999.000
149.55638321,44.64782398,-999.000
149.56012508,44.64820414,-999.000
149.56468466,44.64860065,-999.000
149.56670368,44.64117176,-999.000
149.36062569,44.91842270,-999.000
149.70925270,45.06175061,-999.000
149.71640170,45.06572711,-999.000
149.72066240,45.05946684,-999.000
149.72147375,45.06153383,-999.000
149.72545483,45.05989982,-999.000
149.72997144,45.06253294,-999.000
149.73259517,45.06059956,-999.000
149.73324617,45.06020519,-999.000
149.73398403,45.06063599,-999.000
149.74490184,45.06358954,-999.000
150.17289096,45.20602266,-999.000
150.17336436,45.20617063,-999.000
150.18838454,45.20449385,-999.000
150.19036860,45.20075034,-999.000
150.19385262,45.20542648,-999.000
150.20452519,45.20720787,-999.000
150.21402531,45.20472394,-999.000
150.22008188,45.20767709,-999.000
150.22947920,45.20051292,-999.000
150.24255758,45.20148621,-999.000
150.24858504,45.20351840,-999.000
150.24972132,45.20660307,-999.000
150.35204414,45.36494381,-999.000
150.36355087,45.36388509,-999.000
150.36836334,45.35865327,-999.000
150.37632054,45.35982886,-999.000
150.38282378,45.36399381,-999.000
150.39059265,45.35953044,-999.000
150.39298123,45.36076640,-999.000
150.09871822,44.47410449,-999.000
150.10736255,44.46812783,-999.000
150.10796000,44.47403978,-999.000
150.11332454,44.47430775,-999.000
150.12374005,44.46958154,-999.000
150.12417949,44.46738048,-999.000
150.12444357,44.47122007,-999.000
150.13346558,44.47365044,-999.000
150.13442291,44.46922493,-999.000
150.21915852,44.66097498,-999.000
150.21917800,44.66107862,-999.000
150.22168519,44.65985825,-999.000
150.23435733,44.65782743,-999.000
150.24563063,44.65993214,-999.000
150.24738382,44.66017644,-999.000
150.24877670,44.66160157,-999.000
150.24959889,44.66057881,-999.000
150.25695313,44.66601440,-999.000
150.25919563,44.66188936,-999.000
150.25985468,44.66395118,-999.000
150.26839286,44.66148157,-999.000
150.28517061,44.82245270,-999.000
150.28537146,44.82310411,-999.000
150.28641786,44.82270914,-999.000
150.28775214,44.81825809,-999.000
150.30859493,44.82069254,-999.000
150.31318704,44.82066348,-999.000
150.32387104,44.82339127,-999.000
150.32374561,44.82441038,-999.000
150.32403272,44.82164736,-999.000
150.17608175,44.94072068,-999.000
150.29679442,44.95751257,-999.000
150.30099904,44.95111871,-999.000
150.30933031,44.95111898,-999.000
150.31394206,44.95099518,-999.000
150.32379753,44.95206659,-999.000
150.33407033,44.95356081,-999.000
150.35270444,45.08095289,-999.000
150.76511527,45.09739297,-999.000
150.67146317,45.20693402,-999.000
150.67526625,45.20011603,-999.000
150.68539787,45.20721261,-999.000
150.68626568,45.19954607,-999.000
150.66959815,44.78627345,-999.000
150.67152971,44.79080224,-999.000
150.67210512,44.78445510,-999.000
150.67963346,44.79079383,-999.000
150.68130667,44.78659249,-999.000
150.68790215,44.79103062,-999.000
150.69649739,44.78484885,-999.000
150.70702451,44.78638527,-999.000
149.63627548,44.92684083,-999.000
149.64376654,44.92765983,-999.000
149.64835126,44.92600822,-999.000
149.65343042,44.93062332,-999.000
149.65693355,44.92587597,-999.000
149.66777278,44.93000247,-999.000
149.67810346,44.93275091,-999.000
150.04773713,45.06823240,-999.000
150.05756811,45.06620303,-999.000
150.06116302,45.07048283,-999.000
150.06282509,45.06849003,-999.000
150.07473608,45.07373812,-999.000
150.08308059,45.06940940,-999.000
150.09075388,45.07011153,-999.000
150.09145304,45.07087917,-999.000
150.09997743,45.06721364,-999.000
150.55395519,45.20826027,-999.000
150.55439059,45.20790707,-999.000
150.56293529,45.21018598,-999.000
150.59308499,45.21184668,-999.000
149.41032241,45.37574882,-999.000
149.40683010,45.37989975,-999.000
149.39530982,45.37661321,-999.000
149.38611412,45.37960876,-999.000
149.38389877,45.37649702,-999.000
149.38370415,45.38179481,-999.000
149.38170094,45.38180750,-999.000
149.37974798,45.38157495,-999.000
149.37750074,45.38247986,-999.000
149.37680452,45.37497657,-999.000
149.37669588,45.37523118,-999.000
149.37461488,45.37836149,-999.000
149.92569190,44.45633696,-999.000
149.93332048,44.45014952,-999.000
149.93415666,44.45299121,-999.000
149.93569969,44.45664243,-999.000
149.95227624,44.45052901,-999.000
149.96499523,44.45284164,-999.000
149.96598252,44.44959773,-999.000
149.94351283,44.65541096,-999.000
149.94378114,44.65568562,-999.000
149.95550450,44.65028986,-999.000
150.40532973,44.80912079,-999.000
150.43798406,44.81165418,-999.000
150.46235604,44.81316317,-999.000
150.15029397,44.84353475,-999.000
150.15812674,44.84711678,-999.000
150.16827417,44.84895689,-999.000
150.19516061,44.84817375,-999.000
150.21575456,44.84449695,-999.000
149.78702502,44.97593035,-999.000
149.81302973,44.97804402,-999.000
149.82353233,44.97892112,-999.000
149.82544172,44.97647407,-999.000
149.83259376,44.98114923,-999.000
149.84490396,44.97457250,-999.000
149.85242201,44.97843875,-999.000
149.85548203,44.98006640,-999.000
149.85806320,44.97701882,-999.000
149.86073834,44.97571507,-999.000
150.35251397,45.12081112,-999.000
150.35849054,45.12004572,-999.000
149.96163749,45.26840780,-999.000
149.97071754,45.26944255,-999.000
149.97303268,45.27287863,-999.000
