tile_id,n_matches,med_match,p90_match,max_match
tile-RA101.631-DEC+21.157,1,0.9300223694438594,0.9300223694438594,0.9300223694438594
tile-RA103.955-DEC+50.858,4,1.6266574291930775,1.8146645138310613,1.8326404351110637
tile-RA105.439-DEC+44.063,1,1.3010526139058116,1.3010526139058116,1.3010526139058116
tile-RA106.930-DEC+37.154,1,1.9852076714373164,1.9852076714373164,1.9852076714373164
tile-RA107.154-DEC+21.140,1,1.1916000565821678,1.1916000565821678,1.1916000565821678
tile-RA108.597-DEC+38.086,1,1.6804951407002457,1.6804951407002457,1.6804951407002457
tile-RA109.237-DEC+28.092,2,1.5365682926035893,1.7893055092476522,1.852489813408668
tile-RA111.088-DEC+30.137,1,0.6458698712768172,0.6458698712768172,0.6458698712768172
tile-RA115.107-DEC+61.437,3,0.8298566004304141,1.1333351572162615,1.2092047964127233
tile-RA116.183-DEC+78.839,1,0.5792219896277097,0.5792219896277097,0.5792219896277097
tile-RA119.901-DEC+13.173,1,1.5453654691326455,1.5453654691326455,1.5453654691326455
tile-RA122.319-DEC+32.638,1,1.4628715413326672,1.4628715413326672,1.4628715413326672
tile-RA124.577-DEC+43.797,3,1.4010289742205373,1.4447803447346153,1.4557181873631346
tile-RA125.074-DEC+76.698,1,0.17478946525355868,0.17478946525355868,0.17478946525355868
tile-RA126.298-DEC+7.735,2,0.5386611003320401,0.8817564035059973,0.9675302292994866
tile-RA127.081-DEC+85.933,1,0.1343265713180615,0.1343265713180615,0.1343265713180615
tile-RA128.393-DEC+25.161,5,1.138604621595843,1.572925517716253,1.6228674996938433
tile-RA129.849-DEC+3.439,2,1.2685931825601435,1.7105725675800485,1.8210674138350247
tile-RA131.471-DEC+43.572,2,1.6811291543319051,1.9017622608025895,1.9569205374202607
tile-RA132.718-DEC+25.754,1,1.0717516854105547,1.0717516854105547,1.0717516854105547
tile-RA135.895-DEC+26.689,6,1.0976766923661647,1.7843721133766945,1.8090261472141524
tile-RA138.018-DEC+38.598,2,0.33074388494183216,0.4940766067534025,0.534909787206295
tile-RA138.065-DEC+15.186,5,1.8313615943721187,1.922547092692945,1.9583006998876282
tile-RA139.876-DEC+41.610,1,0.8835902407181582,0.8835902407181582,0.8835902407181582
tile-RA140.912-DEC+80.366,1,0.2561607790637281,0.2561607790637281,0.2561607790637281
tile-RA140.933-DEC+58.340,1,0.974001619897575,0.974001619897575,0.974001619897575
tile-RA145.470-DEC+7.058,1,1.3130865036873418,1.3130865036873418,1.3130865036873418
tile-RA145.566-DEC+3.649,1,1.75417718772647,1.75417718772647,1.75417718772647
tile-RA145.769-DEC+26.426,3,1.2930664315741816,1.3681133189181642,1.38687504075416
tile-RA146.195-DEC+34.664,5,0.42946684859880735,1.595824002531019,1.9342132496948081
tile-RA146.666-DEC+85.963,1,0.4400704186406512,0.4400704186406512,0.4400704186406512
tile-RA147.261-DEC+19.087,9,1.15398693984058,1.7325867149714926,1.859496140024761
tile-RA149.494-DEC+29.966,1,1.2351874027876386,1.2351874027876386,1.2351874027876386
tile-RA149.939-DEC+29.530,2,1.2175316674986711,1.3150989940329696,1.339490825666544
tile-RA150.681-DEC+10.867,1,1.1198779392067424,1.1198779392067424,1.1198779392067424
tile-RA150.804-DEC+10.645,1,0.34333472990921854,0.34333472990921854,0.34333472990921854
tile-RA151.971-DEC+13.352,1,0.5707193227365331,0.5707193227365331,0.5707193227365331
tile-RA153.166-DEC+45.416,3,0.9564333185908556,1.0319463023691289,1.050824548313697
tile-RA153.995-DEC+54.053,2,0.7587110747571465,0.7750446664528888,0.7791280643768244
tile-RA158.109-DEC+28.338,2,0.7752931632343278,1.2080400088404666,1.3162267202420013
tile-RA159.169-DEC+62.265,1,1.328222705350485,1.328222705350485,1.328222705350485
tile-RA16.739-DEC+6.138,1,1.86893437347764,1.86893437347764,1.86893437347764
tile-RA16.827-DEC+32.486,1,1.3370695872434233,1.3370695872434233,1.3370695872434233
tile-RA160.696-DEC+73.594,1,1.8694119827612716,1.8694119827612716,1.8694119827612716
tile-RA161.450-DEC+12.948,3,0.8661349798121468,1.566507238158865,1.7416003027455444
tile-RA161.570-DEC+9.094,2,1.3332238087073294,1.4008787998429546,1.417792547626861
tile-RA162.963-DEC+43.341,1,0.24504011644607732,0.24504011644607732,0.24504011644607732
tile-RA163.147-DEC+1.019,1,1.9751605120599987,1.9751605120599987,1.9751605120599987
tile-RA164.881-DEC+53.051,1,1.2965138414570745,1.2965138414570745,1.2965138414570745
tile-RA166.175-DEC+54.793,4,1.700539702401354,1.8023861473475056,1.8106990585321483
tile-RA169.440-DEC+27.057,7,1.1203333730096467,1.68045512803485,1.8189730225677005
tile-RA17.716-DEC+47.802,1,0.664569947746417,0.664569947746417,0.664569947746417
tile-RA17.848-DEC+23.131,1,1.9481778155270417,1.9481778155270417,1.9481778155270417
tile-RA170.614-DEC+16.167,1,1.3351747185470706,1.3351747185470706,1.3351747185470706
tile-RA171.266-DEC+51.546,2,1.5038334051327116,1.6680145345305522,1.7090598168800124
tile-RA176.685-DEC+10.694,2,1.132318528684811,1.22387953938481,1.24676979205981
tile-RA178.060-DEC+22.983,1,1.8382351809565318,1.8382351809565318,1.8382351809565318
tile-RA178.212-DEC+63.794,2,0.8762159030511383,1.0392300918255177,1.0799836390191124
tile-RA180.473-DEC+60.951,1,1.519427048216831,1.519427048216831,1.519427048216831
tile-RA180.556-DEC+26.515,2,0.974677423938858,1.0477268109310338,1.0659891576790776
tile-RA181.540-DEC+74.370,1,0.3755941146206855,0.3755941146206855,0.3755941146206855
tile-RA183.757-DEC+38.014,4,1.4175514588550944,1.6117528701190025,1.6446523965357898
tile-RA186.412-DEC+46.124,3,1.5930543224758067,1.755604181477505,1.7962416462279296
tile-RA186.972-DEC+27.627,2,1.1469369260452975,1.2622319969248847,1.2910557646447816
tile-RA187.106-DEC+38.783,1,0.5337694512200265,0.5337694512200265,0.5337694512200265
tile-RA187.227-DEC+34.770,1,1.373627798910762,1.373627798910762,1.373627798910762
tile-RA187.287-DEC+45.559,4,1.5205821088648448,1.6840910087512144,1.7205104844499184
tile-RA19.619-DEC+9.629,1,1.6968361314114273,1.6968361314114273,1.6968361314114273
tile-RA19.993-DEC+5.234,1,1.620642301822844,1.620642301822844,1.620642301822844
tile-RA191.178-DEC+53.211,1,1.0900009340332295,1.0900009340332295,1.0900009340332295
tile-RA192.129-DEC+14.719,2,1.4495769224761212,1.551127775070083,1.5765154882185732
tile-RA193.024-DEC+7.683,1,1.1300473673060865,1.1300473673060865,1.1300473673060865
tile-RA196.098-DEC+26.474,1,1.4156820985820953,1.4156820985820953,1.4156820985820953
tile-RA202.163-DEC+5.526,2,0.9189578869226636,1.4265493450010547,1.5534472095206522
tile-RA202.849-DEC+10.847,2,1.4143369513599717,1.624393467631098,1.6769075966988798
tile-RA204.824-DEC+33.516,1,0.275184583593463,0.275184583593463,0.275184583593463
tile-RA204.837-DEC+53.889,1,0.4603405625037787,0.4603405625037787,0.4603405625037787
tile-RA207.145-DEC+29.341,1,1.4234382978043423,1.4234382978043423,1.4234382978043423
tile-RA207.267-DEC+66.692,1,0.8890686997848458,0.8890686997848458,0.8890686997848458
tile-RA210.357-DEC+54.905,1,0.2983278153591942,0.2983278153591942,0.2983278153591942
tile-RA214.319-DEC+11.280,1,0.8698734626905417,0.8698734626905417,0.8698734626905417
tile-RA215.302-DEC+59.974,1,1.996785039837811,1.996785039837811,1.996785039837811
tile-RA218.120-DEC+28.792,1,1.6122821764555952,1.6122821764555952,1.6122821764555952
tile-RA219.296-DEC+60.519,1,1.6069765944649594,1.6069765944649594,1.6069765944649594
tile-RA221.491-DEC+8.522,4,1.386109711251044,1.7586342362302327,1.841336597840421
tile-RA222.380-DEC+14.036,1,1.2438150020823204,1.2438150020823204,1.2438150020823204
tile-RA224.304-DEC+19.609,1,1.1188652003681048,1.1188652003681048,1.1188652003681048
tile-RA226.853-DEC+82.634,1,0.8492388566995984,0.8492388566995984,0.8492388566995984
tile-RA228.271-DEC+5.437,2,1.8102690125037146,1.9532397685475023,1.9889824575584492
tile-RA229.104-DEC+32.652,1,0.3128118518190891,0.3128118518190891,0.3128118518190891
tile-RA229.519-DEC+81.666,1,1.1494468716565363,1.1494468716565363,1.1494468716565363
tile-RA231.394-DEC+39.422,1,1.1593080700521845,1.1593080700521845,1.1593080700521845
tile-RA234.076-DEC+66.854,1,0.6195466335997096,0.6195466335997096,0.6195466335997096
tile-RA234.556-DEC+42.442,1,1.560978843180909,1.560978843180909,1.560978843180909
tile-RA235.003-DEC+25.984,1,1.417332717601316,1.417332717601316,1.417332717601316
tile-RA235.826-DEC+41.644,2,1.0980819445532155,1.379928603467043,1.4503902681954997
tile-RA238.603-DEC+52.158,1,1.2843614554829896,1.2843614554829896,1.2843614554829896
tile-RA240.035-DEC+77.879,1,1.5947701540475057,1.5947701540475057,1.5947701540475057
tile-RA240.771-DEC+26.066,2,0.996349167740127,1.3822384067650186,1.4787107165212414
tile-RA241.279-DEC+68.190,2,0.15616945028450593,0.21287418975547903,0.2270503746232223
tile-RA241.347-DEC+55.928,1,0.25401279764820917,0.25401279764820917,0.25401279764820917
tile-RA244.631-DEC+82.301,2,0.7627071035214827,1.0642676966109246,1.139657844883285
tile-RA251.984-DEC+37.526,1,1.9051071395594572,1.9051071395594572,1.9051071395594572
tile-RA255.985-DEC+47.491,1,1.598095800800563,1.598095800800563,1.598095800800563
tile-RA257.140-DEC+34.740,4,1.0607256982318654,1.2981404999084605,1.3928055369349353
tile-RA264.773-DEC+27.358,1,1.7010509680684922,1.7010509680684922,1.7010509680684922
tile-RA266.798-DEC+63.680,2,0.896121324853119,1.0232179806461774,1.054992144594442
tile-RA267.690-DEC+53.811,1,0.5967347911119671,0.5967347911119671,0.5967347911119671
tile-RA269.045-DEC+66.329,4,0.3253012946914645,0.6957414360004351,0.8055080298602781
tile-RA272.761-DEC+66.278,2,0.6274411775011467,0.765880594576385,0.8004904488451946
tile-RA276.702-DEC+61.761,1,1.153675817109101,1.153675817109101,1.153675817109101
tile-RA278.181-DEC+38.044,1,0.18650356511608715,0.18650356511608715,0.18650356511608715
tile-RA284.614-DEC+37.190,1,0.09179682768293622,0.09179682768293622,0.09179682768293622
tile-RA29.509-DEC+10.039,1,1.2125906856922148,1.2125906856922148,1.2125906856922148
